Clave Municipio,"Clave 
Estado",Region,Estado,Municipio,Poblacion,Poblacion Adulta,Poblacion Adulta Mujeres,Poblacion Adulta Hombres,Tipo de poblacion,PA Sucursales banca comercial,PA Sucursales banca de desarrollo,PA Sucursales Socap,PA Sucursales Sofipo,"PA Total
Sucursales",PA Corresponsales,PA Cajeros,PA Terminales punto de venta,PA Establecimientos con TPV,PA Contratos que utilizan banca movil,ID Sucursales banca comercial,ID Sucursales banca de desarrollo,ID Sucursales Socap,ID Sucursales Sofipo,"ID Total
Sucursales",ID Corresponsales,ID Cajeros,ID Terminales punto de venta,ID Establecimientos con TPV,ID Contratos que utilizan banca movil,Cable coaxial,DSL,Fibra optica,Creditos bienestar,Crédictos household
17034,17,Centro Sur y Oriente,Morelos,Coatetelco,11358.66438,8322.993754,4363.726993,3959.266761,En Transición,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330
17035,17,Centro Sur y Oriente,Morelos,Xoxocotla,26273.25675,19373.54574,10081.86469,9291.681056,Semi-urbano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
20048,20,Sur,Oaxaca,Magdalena Mixtepec,1411.062096,964.5222642,495.2957764,469.2264878,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
7120,7,Sur,Chiapas,Capitán Luis Ángel Vidal,4062.593436,2833.637249,1418.781987,1414.855262,Rural,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.529033226,0,0,0,0,0
7124,7,Sur,Chiapas,Mezcalapa,43482.6626,30731.35882,15796.59643,14934.76239,Semi-urbano,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7.158811339,0,0,0,1,30
7121,7,Sur,Chiapas,Rincón Chamula San Pedro,8359.712909,5655.102666,2961.040251,2694.062415,En Transición,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,10.60988695,0,0,0,0,2
24010,24,Noreste,San Luis Potosí,Ciudad del Maíz,33492.69182,24231.47542,12492.45762,11739.01781,Semi-urbano,1,0,1,0,2,9,4,11,10,82,0.412686385,0,0.412686385,0,0.82537277,3.714177467,1.650745541,4.539550237,4.126863852,33.84028358,0,0,0,44,1
20403,20,Sur,Oaxaca,Santa María Coyotepec,3425.659199,2436.521061,1308.759579,1127.761482,Rural,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,4.10421242,0,0,0,57.45897388,0,0,0,4,0
20516,20,Sur,Oaxaca,Santo Domingo Teojomulco,5059.42605,3557.849453,1842.074729,1715.774724,En Transición,0,0,0,0,0,1,0,0,0,21,0,0,0,0,0,2.810686661,0,0,0,59.02441989,0,0,0,0,0
30212,30,Centro Sur y Oriente,Veracruz,Santiago Sochiapan,17195.32412,12658.21676,6722.420335,5935.796425,Semi-urbano,0,0,0,0,0,7,0,2,2,77,0,0,0,0,0,5.530004844,0,1.580001384,1.580001384,60.83005328,0,0,0,12,4
20386,20,Sur,Oaxaca,Santa Cruz Zenzontepec,19082.62217,13041.51989,7006.174429,6035.345461,Semi-urbano,0,0,0,0,0,1,0,0,0,96,0,0,0,0,0,0.766781793,0,0,0,73.61105209,0,0,0,0,9
12078,12,Sur,Guerrero,Cochoapa el Grande,20440.68539,13359.4715,7273.362283,6086.109215,Semi-urbano,1,0,0,0,1,0,1,0,0,102,0.748532605,0,0,0,0.748532605,0,0.748532605,0,0,76.3503257,0,0,0,1,35
20137,20,Sur,Oaxaca,San Francisco Cahuacuá,3641.354294,2570.486683,1359.640251,1210.846432,Rural,0,0,0,0,0,1,0,0,0,23,0,0,0,0,0,3.890313872,0,0,0,89.47721905,0,0,0,0,67
20273,20,Sur,Oaxaca,San Miguel Peras,3767.364781,2578.151143,1385.422741,1192.728402,Rural,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,96.96871369,0,0,0,0,1
7082,7,Sur,Chiapas,Sitalá,14595.12613,9910.632244,5078.3285,4832.303744,En Transición,0,0,0,0,0,1,0,1,1,112,0,0,0,0,0,1.009017362,0,1.009017362,1.009017362,113.0099445,0,0,0,10,144
20277,20,Sur,Oaxaca,Villa Sola de Vega,13252.33058,9414.618768,4877.631085,4536.987683,En Transición,1,0,1,0,2,4,1,4,4,108,1.062177901,0,1.062177901,0,2.124355802,4.248711603,1.062177901,4.248711603,4.248711603,114.7152133,0,0,0,15,2
20016,20,Sur,Oaxaca,Coicoyán de las Flores,9214.53861,6018.595547,3367.60026,2650.995287,En Transición,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,136.2444101,0,0,0,13,11
20328,20,Sur,Oaxaca,San Pedro Taviche,1304.399217,893.6792522,469.7028,423.9764522,Rural,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,145.4660603,0,0,0,0,4
20276,20,Sur,Oaxaca,San Miguel Santa Flor,810.5030274,601.1872461,317.5286369,283.6586092,Rural,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,166.3375274,0,0,0,0,145
20490,20,Sur,Oaxaca,Santiago Texcalcingo,3321.585374,2294.508015,1235.70664,1058.801375,Rural,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,169.9710776,0,0,0,0,109
7118,7,Sur,Chiapas,San Andrés Duraznal,6021.241423,3917.991647,2073.091251,1844.900396,En Transición,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,181.2152919,0,0,0,0,2
20534,20,Sur,Oaxaca,San Vicente Coatlán,4318.876034,3031.762055,1650.080836,1381.681219,Rural,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,188.0094775,0,0,0,0,2
7113,7,Sur,Chiapas,Aldama,5457.940858,3537.919278,1877.718388,1660.20089,En Transición,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,189.3768476,0,3194,17,1,11
20461,20,Sur,Oaxaca,Santiago del Río,601.2380934,464.4402595,229.6370436,234.8032159,Rural,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,193.7816504,0,0,0,0,3
20501,20,Sur,Oaxaca,Santiago Yucuyachi,1031.416451,773.2616371,417.4362581,355.825379,Rural,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,193.9835016,0,0,0,0,1
20352,20,Sur,Oaxaca,San Simón Zahuatlán,4937.301065,3261.48651,1666.393307,1595.093204,Rural,0,0,0,0,0,0,0,1,1,64,0,0,0,0,0,0,0,3.066086574,3.066086574,196.2295407,0,0,0,4,0
20488,20,Sur,Oaxaca,Santiago Tepetlapa,133.4896449,101.6593916,54.40987107,47.24952049,Rural,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,196.7353895,0,0,0,0,0
20242,20,Sur,Oaxaca,San Martín Peras,10599.68845,7304.599842,3941.456129,3363.143714,En Transición,0,0,0,0,0,2,0,0,0,147,0,0,0,0,0,2.738000771,0,0,0,201.2430567,0,0,0,6,0
30210,30,Centro Sur y Oriente,Veracruz,Uxpanapa,30482.84778,21896.25033,11027.49301,10868.75732,Semi-urbano,0,0,0,0,0,3,1,23,20,441,0,0,0,0,0,1.370097599,0.4566992,10.50408159,9.133983993,201.404347,0,142,0,40,0
20536,20,Sur,Oaxaca,San Vicente Nuñ`U,508.968201,388.636215,216.4113818,172.2248333,Rural,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,205.8480319,0,0,0,0,0
20424,20,Sur,Oaxaca,Santa María Ozolotepec,4038.188007,2866.136129,1548.748892,1317.387238,Rural,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,209.3410686,0,0,0,0,0
12076,12,Sur,Guerrero,Acatepec,35816.65561,23983.02407,12662.95104,11320.07303,Semi-urbano,0,1,1,0,2,2,2,0,0,507,0,0.416961596,0.416961596,0,0.833923193,0.833923193,0.833923193,0,0,211.3995293,0,0,0,29,1
13078,13,Centro Sur y Oriente,Hidalgo,Xochiatipan,19982.48766,14485.33526,7550.442425,6934.892836,Semi-urbano,0,0,0,0,0,1,1,0,0,313,0,0,0,0,0,0.690353369,0.690353369,0,0,216.0806045,0,0,0,24,0
20514,20,Sur,Oaxaca,Santo Domingo Roayaga,1112.36881,779.8024775,414.5275592,365.2749183,Rural,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,230.8276842,0,0,0,0,7
20229,20,Sur,Oaxaca,San Lorenzo Texmelucan,7702.817587,5116.85492,2932.113568,2184.741351,En Transición,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,236.4733843,0,0,0,0,0
20391,20,Sur,Oaxaca,Santa Lucía Miahuatlán,3650.88936,2451.905121,1316.797774,1135.107347,Rural,0,0,0,0,0,1,0,1,1,59,0,0,0,0,0,4.07846124,0,4.07846124,4.07846124,240.6292131,0,0,0,4,0
20323,20,Sur,Oaxaca,San Pedro Ocotepec,2191.063836,1519.23496,812.2114586,707.0235015,Rural,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,243.543632,0,0,0,1,0
20257,20,Sur,Oaxaca,San Melchor Betaza,1213.019774,901.6782819,501.1579629,400.520319,Rural,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,243.9894632,0,0,0,1,0
20416,20,Sur,Oaxaca,Santa María Ixcatlán,467.5507368,367.2164726,197.5215088,169.6949638,Rural,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,245.0870446,0,0,0,0,0
20069,20,Sur,Oaxaca,"Pe, La",2739.455092,1862.173367,1002.415023,859.7583443,Rural,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,247.0231871,0,0,0,4,0
24031,24,Noreste,San Luis Potosí,Santa Catarina,12976.94366,9046.257013,4719.956591,4326.300423,En Transición,0,0,0,0,0,2,0,0,0,224,0,0,0,0,0,2.21085914,0,0,0,247.6162237,29008,16897,24784,5,2
20146,20,Sur,Oaxaca,San Francisco Logueche,3055.467638,2111.853951,1178.322269,933.5316821,Rural,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,250.9643244,0,0,0,0,1
32011,32,Occidente y Bajío,Zacatecas,Trinidad García de la Cadena,3070.48968,2342.69628,1224.42843,1118.26785,Rural,0,0,1,0,1,0,0,3,3,59,0,0,4.268585768,0,4.268585768,0,0,12.8057573,12.8057573,251.8465603,0,0,0,0,0
20027,20,Sur,Oaxaca,Chiquihuitlán de Benito Juárez,2498.502791,1877.490877,1016.750209,860.7406678,Rural,0,0,0,0,0,0,0,1,1,48,0,0,0,0,0,0,0,5.326257572,5.326257572,255.6603635,0,0,0,15,0
20434,20,Sur,Oaxaca,Santa María Teopoxco,4828.117288,3385.362706,1807.168154,1578.194552,Rural,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,256.9887116,0,0,0,3,0
30170,30,Centro Sur y Oriente,Veracruz,Texcatepec,11689.00622,8310.107183,4371.539973,3938.56721,En Transición,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,258.7210914,0,0,0,0,0
20152,20,Sur,Oaxaca,San Francisco Tlapancingo,3013.858313,2065.858431,1183.879354,881.9790769,Rural,0,0,0,0,0,1,0,0,0,54,0,0,0,0,0,4.840602749,0,0,0,261.3925484,0,0,0,0,1
30076,30,Centro Sur y Oriente,Veracruz,Ilamatlán,14066.64179,10199.82586,5504.973781,4694.852081,En Transición,0,0,0,0,0,1,0,0,0,267,0,0,0,0,0,0.980408895,0,0,0,261.7691749,0,0,0,1,0
20509,20,Sur,Oaxaca,Santo Domingo de Morelos,12184.94381,8263.534708,4420.365366,3843.169342,En Transición,0,0,0,0,0,0,0,1,1,217,0,0,0,0,0,0,0,1.210135899,1.210135899,262.59949,0,0,0,7,5
20216,20,Sur,Oaxaca,San Juan Tabaá,1511.074769,1120.78097,604.5013977,516.2795721,Rural,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,267.6704977,0,0,0,1,15
20228,20,Sur,Oaxaca,San Lorenzo Cuaunecuiltitla,770.7023496,546.818897,269.3274118,277.4914853,Rural,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,274.3138557,0,0,0,1,1
30202,30,Centro Sur y Oriente,Veracruz,Zontecomatlán de López Y Fuentes,14766.67807,10615.98204,5498.669478,5117.312559,En Transición,0,0,0,0,0,2,0,1,1,296,0,0,0,0,0,1.883951944,0,0.941975972,0.941975972,278.8248878,0,0,0,17,1
24051,24,Noreste,San Luis Potosí,Villa Hidalgo,15940.08534,11774.10181,6080.123692,5693.97812,Semi-urbano,0,0,0,0,0,3,0,35,11,331,0,0,0,0,0,2.547965057,0,29.726259,9.342538544,281.125478,0,3494,0,0,0
21036,21,Centro Sur y Oriente,Puebla,Coyomeapan,15828.35306,10960.13118,5870.031136,5090.100042,Semi-urbano,0,0,0,0,0,3,0,1,1,310,0,0,0,0,0,2.737193516,0,0.912397839,0.912397839,282.84333,0,0,0,0,1
20170,20,Sur,Oaxaca,San José Lachiguiri,4152.598825,2925.227619,1665.440812,1259.786807,Rural,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,283.7386037,0,0,0,0,0
20195,20,Sur,Oaxaca,San Juan Diuxi,1170.955225,903.8473765,468.5671373,435.2802392,Rural,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,287.6591853,0,0,0,0,1
20222,20,Sur,Oaxaca,San Juan Yaeé,1536.753436,1145.542414,606.9901363,538.5522777,Rural,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,288.0731398,0,0,0,1,27
20512,20,Sur,Oaxaca,Santo Domingo Ozolotepec,910.3194486,645.7528593,341.5761471,304.1767122,Rural,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,294.2302109,0,0,0,0,0
24019,24,Noreste,San Luis Potosí,Lagunillas,5898.056748,4448.263652,2278.158958,2170.104695,En Transición,0,0,0,0,0,1,0,0,0,131,0,0,0,0,0,2.248068186,0,0,0,294.4969324,0,34,0,4,16
20425,20,Sur,Oaxaca,Santa María Pápalo,2368.741685,1694.619566,888.1313991,806.4881665,Rural,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,295.0514736,0,0,0,1,8
20438,20,Sur,Oaxaca,Santa María Tlalixtac,1949.204028,1379.401368,735.1091074,644.2922606,Rural,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,297.2303852,0,0,0,0,1
20435,20,Sur,Oaxaca,Santa María Tepantlali,4588.938556,3175.210014,1683.508605,1491.701409,Rural,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,299.192808,0,0,0,12,45
20311,20,Sur,Oaxaca,San Pedro Jaltepetongo,572.8630424,433.47808,229.6968731,203.7812069,Rural,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,299.8998242,0,0,0,1,0
24022,24,Noreste,San Luis Potosí,Moctezuma,21052.26813,15024.69477,7963.156881,7061.53789,Semi-urbano,0,0,0,0,0,6,1,11,10,453,0,0,0,0,0,3.993425551,0.665570925,7.321280177,6.655709252,301.5036291,0,1488,7,23,6
20231,20,Sur,Oaxaca,San Lucas Camotlán,3535.664424,2451.43927,1283.850829,1167.588441,Rural,0,0,0,0,0,0,0,1,1,74,0,0,0,0,0,0,0,4.079236277,4.079236277,301.8634845,0,0,0,0,3
20450,20,Sur,Oaxaca,Santiago Amoltepec,13068.36684,8531.947789,4594.053133,3937.894656,En Transición,0,0,0,0,0,0,0,2,2,258,0,0,0,0,0,0,0,2.344130613,2.344130613,302.3928491,0,0,0,16,0
12079,12,Sur,Guerrero,José Joaquín de Herrera,16406.12095,11193.81004,5838.046655,5355.763387,Semi-urbano,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,302.8459468,0,0,0,0,34
20212,20,Sur,Oaxaca,San Juan Petlapa,2885.528621,1979.721151,1062.976326,916.7448248,Rural,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,303.0729857,0,0,0,1,0
20355,20,Sur,Oaxaca,Santa Ana Cuauhtémoc,718.8468845,526.0184794,288.9492334,237.069246,Rural,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,304.1718234,0,0,0,0,0
20564,20,Sur,Oaxaca,Yutanduchi de Guerrero,1336.613914,985.6031502,528.818393,456.7847572,Rural,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,304.382144,0,0,0,0,0
20444,20,Sur,Oaxaca,Santa María Yolotepec,490.1919485,355.6385677,175.5380431,180.1005246,Rural,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,309.3027865,0,0,0,6,3
32058,32,Occidente y Bajío,Zacatecas,Santa María de la Paz,2956.39369,2195.506724,1141.145346,1054.361378,Rural,0,0,0,0,0,0,0,3,3,68,0,0,0,0,0,0,0,13.66427152,13.66427152,309.7234878,0,0,0,0,51
20449,20,Sur,Oaxaca,Santa María Zoquitlán,3495.556851,2612.401507,1321.718102,1290.683405,Rural,0,0,1,0,1,1,0,0,0,81,0,0,3.82789551,0,3.82789551,3.82789551,0,0,0,310.0595363,0,0,0,0,2
30147,30,Centro Sur y Oriente,Veracruz,Soledad Atzompa,23849.58182,16755.21293,8739.841185,8015.371749,Semi-urbano,0,0,1,0,1,1,0,1,1,521,0,0,0.59682918,0,0.59682918,0.59682918,0,0.59682918,0.59682918,310.9480029,0,13,0,2,1
20151,20,Sur,Oaxaca,San Francisco Teopan,369.8718179,288.7872063,140.0776615,148.7095447,Rural,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,311.6481549,0,0,0,0,5
20392,20,Sur,Oaxaca,Santa Lucía Monteverde,6957.793127,5000.753642,2707.588525,2293.165118,En Transición,0,0,0,0,0,0,0,1,1,156,0,0,0,0,0,0,0,1.999698588,1.999698588,311.9529798,0,0,0,1,0
32004,32,Occidente y Bajío,Zacatecas,Benito Juárez,4734.579004,3491.833951,1739.698518,1752.135433,Rural,0,0,0,0,0,0,0,5,4,109,0,0,0,0,0,0,0,14.31912305,11.45529844,312.1568824,0,0,0,2,9
7112,7,Sur,Chiapas,San Juan Cancuc,33468.02119,22212.70914,11616.80606,10595.90308,Semi-urbano,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,0,314.2345202,0,0,0,2,0
20251,20,Sur,Oaxaca,San Mateo Nejápam,1248.456216,857.1587528,470.787716,386.3710369,Rural,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,314.9941584,0,0,0,0,9
7093,7,Sur,Chiapas,Tenejapa,44838.22332,30210.57557,15668.8154,14541.76017,Semi-urbano,0,0,0,0,0,0,0,0,0,952,0,0,0,0,0,0,0,0,0,315.1214375,0,0,0,51,40
20502,20,Sur,Oaxaca,Santiago Zacatepec,5996.071691,4308.616158,2236.054156,2072.562002,En Transición,0,0,0,0,0,1,0,0,0,136,0,0,0,0,0,2.320930812,0,0,0,315.6465905,0,0,0,8,1
7022,7,Sur,Chiapas,Chalchihuitán,15551.46214,10189.06631,5285.921356,4903.144955,Semi-urbano,0,0,0,0,0,0,0,0,0,323,0,0,0,0,0,0,0,0,0,317.0064755,0,0,0,0,0
20220,20,Sur,Oaxaca,San Juan Tepeuxila,2663.524939,1966.732618,965.9299458,1000.802673,Rural,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,320.3282409,0,0,0,1,1
8008,8,Noroeste,Chihuahua,Batopilas,16446.83581,11414.42073,5811.069426,5603.3513,Semi-urbano,0,0,0,0,0,2,0,4,4,367,0,0,0,0,0,1.752169513,0,3.504339025,3.504339025,321.5231056,0,0,0,7,0
20270,20,Sur,Oaxaca,San Miguel Huautla,1489.647218,1083.145831,588.5392304,494.6066002,Rural,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,323.1328507,0,0,0,0,0
12004,12,Sur,Guerrero,Alcozauca de Guerrero,20735.1787,13901.17382,7779.385296,6121.788524,Semi-urbano,0,0,0,0,0,1,0,0,0,450,0,0,0,0,0,0.719363712,0,0,0,323.7136704,0,165,0,12,0
20038,20,Sur,Oaxaca,Villa Hidalgo,2248.960783,1692.907865,901.949189,790.9586763,Rural,0,0,0,0,0,2,0,0,0,55,0,0,0,0,0,11.81399201,0,0,0,324.8847804,0,3494,0,11,0
7064,7,Sur,Chiapas,Oxchuc,46977.58801,32197.61408,16055.25804,16142.35604,Semi-urbano,0,1,0,1,2,1,1,1,1,1049,0,0.310582019,0,0.310582019,0.621164039,0.310582019,0.310582019,0.310582019,0.310582019,325.8005384,0,180,0,0,0
20297,20,Sur,Oaxaca,San Pablo Tijaltepec,1979.340573,1347.89154,803.5009641,544.3905759,Rural,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,326.4357606,0,0,0,3,8
20119,20,Sur,Oaxaca,San Bartolomé Yucuañe,399.0954056,305.4977808,181.5809698,123.916811,Rural,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,327.3346201,0,0,0,0,0
8027,8,Noroeste,Chihuahua,Guachochi,57522.80548,40375.96476,21064.49977,19311.46498,Urbano,2,1,0,0,3,5,4,111,88,1323,0.495344201,0.2476721,0,0,0.743016301,1.238360502,0.990688402,27.49160315,21.79514484,327.6701889,0,930,0,25,0
20126,20,Sur,Oaxaca,San Cristóbal Amatlán,5834.54985,4053.688676,2239.849162,1813.839514,En Transición,0,0,0,0,0,0,0,1,1,133,0,0,0,0,0,0,0,2.466888999,2.466888999,328.0962369,0,0,0,2,2
28014,28,Noreste,Tamaulipas,Guerrero,5441.162061,4199.008154,2076.468676,2122.539478,En Transición,1,0,0,0,1,1,2,8,7,138,2.381514785,0,0,0,2.381514785,2.381514785,4.763029569,19.05211828,16.67060349,328.6490403,0,2183,0,3,0
20236,20,Sur,Oaxaca,San Marcial Ozolotepec,1639.553392,1120.156247,609.9128864,510.2433609,Rural,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,330.3110623,0,0,0,0,0
7076,7,Sur,Chiapas,Sabanilla,28507.74944,19763.57985,10015.13631,9748.443537,Semi-urbano,0,0,0,0,0,1,1,1,1,654,0,0,0,0,0,0.505981208,0.505981208,0.505981208,0.505981208,330.9117098,0,0,0,1,6
20235,20,Sur,Oaxaca,San Luis Amatlán,3826.010279,2742.220496,1553.889172,1188.331324,Rural,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,331.8478588,0,0,0,0,0
21145,21,Centro Sur y Oriente,Puebla,San Sebastián Tlacotepec,14684.81309,10321.93677,5387.620233,4934.31654,En Transición,0,0,0,0,0,1,0,1,1,343,0,0,0,0,0,0.96881043,0,0.96881043,0.96881043,332.3019773,0,0,0,0,1
7056,7,Sur,Chiapas,Mitontic,13275.50574,8587.652926,4464.913674,4122.739252,En Transición,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,335.3652069,0,0,0,0,0
24047,24,Noreste,San Luis Potosí,Villa de Guadalupe,10300.05253,7608.381098,3843.539698,3764.8414,En Transición,0,0,0,0,0,3,1,5,4,257,0,0,0,0,0,3.943020153,1.314340051,6.571700255,5.257360204,337.7853931,0,0,0,0,7
32018,32,Occidente y Bajío,Zacatecas,Huanusco,4361.559883,3294.951884,1711.920448,1583.031436,Rural,0,0,0,0,0,2,0,3,3,112,0,0,0,0,0,6.069891369,0,9.104837054,9.104837054,339.9139167,0,295,0,1,0
20497,20,Sur,Oaxaca,Santiago Yaitepec,4578.034039,3110.179424,1778.599322,1331.580102,Rural,0,0,0,0,0,0,0,4,4,106,0,0,0,0,0,0,0,12.86099435,12.86099435,340.8163503,0,0,0,2,0
20451,20,Sur,Oaxaca,Santiago Apoala,1111.387553,876.6047943,476.8018831,399.8029112,Rural,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,342.2294767,0,0,0,0,0
14117,14,Occidente y Bajío,Jalisco,Cañadas de Obregón,4410.719907,3354.910933,1735.844694,1619.066239,Rural,0,1,1,0,2,1,1,3,3,116,0,2.980705062,2.980705062,0,5.961410123,2.980705062,2.980705062,8.942115185,8.942115185,345.7617871,0,0,0,0,0
7031,7,Sur,Chiapas,Chilón,130496.5294,87463.96337,45198.16632,42265.79705,Urbano,0,1,0,0,1,4,2,11,12,3026,0,0.114332802,0,0,0.114332802,0.457331208,0.228665604,1.257660821,1.371993623,345.9710586,0,0,0,90,0
24049,24,Noreste,San Luis Potosí,Villa de Ramos,42383.64795,30040.06249,15412.19386,14627.86863,Semi-urbano,0,1,0,0,1,10,0,12,9,1040,0,0.332888788,0,0,0.332888788,3.328887882,0,3.994665458,2.995999094,346.2043397,0,1756,0,38,0
7066,7,Sur,Chiapas,Pantelhó,22826.69851,15307.78412,7886.809656,7420.974468,Semi-urbano,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,0,346.2290791,0,0,0,24,0
20354,20,Sur,Oaxaca,Santa Ana Ateixtlahuaca,463.9308828,346.2050905,178.9675595,167.237531,Rural,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,346.615354,0,0,0,1,0
20389,20,Sur,Oaxaca,Santa Inés Yatzeche,967.701537,717.1816002,431.0693941,286.1122061,Rural,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,348.5867456,0,0,0,0,0
21077,21,Centro Sur y Oriente,Puebla,Hueytlalpan,6924.204571,4905.088417,2558.881591,2346.206826,En Transición,0,0,0,0,0,0,0,1,1,171,0,0,0,0,0,0,0,2.038699234,2.038699234,348.6175691,0,0,0,0,0
20058,20,Sur,Oaxaca,Mazatlán Villa de Flores,13483.58624,9693.674507,5047.367319,4646.307188,En Transición,0,0,0,0,0,0,0,5,5,338,0,0,0,0,0,0,0,5.158002774,5.158002774,348.6809876,0,0,0,15,0
20436,20,Sur,Oaxaca,Santa María Texcatitlán,1284.939107,914.7551825,483.2232852,431.5318973,Rural,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,349.8203739,0,0,0,0,0
20100,20,Sur,Oaxaca,San Andrés Yaá,576.0750992,456.6486634,246.2738232,210.3748402,Rural,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,350.3787766,0,0,0,0,0
20218,20,Sur,Oaxaca,San Juan Teita,669.4780533,484.3737923,255.3916801,228.9821121,Rural,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,350.968617,0,0,0,1,0
20506,20,Sur,Oaxaca,Santo Domingo Albarradas,791.4230992,597.6647712,326.4789156,271.1858556,Rural,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,351.3675393,0,0,0,8,0
20139,20,Sur,Oaxaca,San Francisco Chapulapa,2249.951847,1563.815677,826.563186,737.2524905,Rural,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,351.7038538,0,0,0,0,4
21217,21,Centro Sur y Oriente,Puebla,Zoquitlán,22378.52934,15766.42275,8290.000569,7476.422176,Semi-urbano,0,0,0,0,0,5,0,1,1,556,0,0,0,0,0,3.17129642,0,0.634259284,0.634259284,352.6481618,0,0,0,1,0
20217,20,Sur,Oaxaca,San Juan Tamazola,3594.516286,2566.032342,1360.298957,1205.733385,Rural,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,354.6330984,0,0,0,0,1
